A,B
11767,22
11767,52
11767,2
11767,194
11767,89
11768,122
11768,123
11768,147
11768,28
11768,138
11768,169
11768,172
11768,33
11768,13
11769,180
11769,53
11769,34
11769,58
11769,289
11770,286
11770,106
11770,170
11770,109
11770,100
11770,30
11770,111
11771,195
11771,60
11771,10
11771,196
11771,160
11772,208
11772,155
11772,74
11772,1
11772,21
11773,56
11773,325
11773,199
11773,94
11773,12
11774,138
11774,175
11774,18
11774,39
11774,50
11774,4
11774,16
11775,110
11775,56
11775,100
11775,163
11775,58
11777,86
11777,38
11777,97
11777,29
11777,194
11778,109
11778,55
11778,53
11778,49
11778,62
11778,192
11778,118
11779,110
11779,108
11779,35
11779,53
11779,217
11780,190
11780,361
11780,7
11780,150
11780,153
11781,204
11781,205
11781,7
11781,95
11781,171
11782,119
11782,289
11782,9
11782,55
11782,123
11782,7
11782,58
11783,30
11783,139
11783,26
11783,100
11783,8
11784,138
11784,108
11784,1
11784,3
11784,22
11784,2
11784,16
11785,51
11785,95
11785,240
11785,61
11785,103
11786,1
11786,74
11786,203
11786,119
11786,56
11786,41
11786,120
11787,75
11787,21
11787,20
11787,123
11787,301
11788,166
11788,14
11788,20
11788,62
11788,153
11789,116
11789,164
11789,112
11789,56
11789,4
11790,42
11790,33
11790,20
11790,32
11790,23
11790,35
11790,25
11791,1
11791,74
11791,203
11791,119
11791,56
11791,41
11791,120
11792,73
11792,18
11792,56
11792,115
11792,120
11793,41
11793,111
11793,197
11793,173
11793,198
11794,107
11794,74
11794,60
11794,27
11794,237
11796,15
11796,114
11796,12
11796,191
11796,89
11797,12
11797,6
11797,414
11797,101
11797,196
11799,21
11799,12
11799,25
11799,96
11799,4
11799,61
11799,122
11800,149
11800,55
11800,100
11800,19
11800,112
11800,105
11800,50
11801,73
11801,43
11801,34
11801,54
11801,29
11802,264
11802,175
11802,96
11802,57
11802,30
11803,28
11803,165
11803,54
11803,89
11803,62
11804,14
11804,70
11804,19
11804,174
11804,50
11804,310
11804,59
11805,14
11805,18
11805,96
11805,32
11805,93
11807,18
11807,60
11807,13
11807,119
11807,89
11807,50
11807,106
11808,28
11808,53
11808,89
11808,92
11808,58
11809,147
11809,1
11809,50
11809,38
11809,136
11809,75
11809,32
11810,38
11810,97
11810,137
11810,7
11810,138
11812,6
11812,21
11812,25
11812,178
11812,179
11812,3
11812,101
11813,28
11813,52
11813,147
11813,49
11813,51
11813,18
11813,259
11813,347
11813,261
11813,251
11813,262
11814,170
11814,29
11814,25
11814,59
11814,138
11815,109
11815,103
11815,10
11815,139
11815,138
11816,142
11816,86
11816,6
11816,52
11816,5
11816,59
11816,89
11817,5
11817,53
11817,254
11818,55
11818,106
11818,58
11818,165
11819,93
11819,24
11819,165
11819,198
11819,114
11820,60
11820,138
11820,107
11820,169
11820,6
11820,105
11820,43
11820,35
11820,33
11822,19
11822,37
11822,217
11822,92
11822,2
11823,60
11823,13
11823,119
11823,89
11823,50
11823,106
11823,38
11824,157
11824,7
11824,149
11824,37
11824,38
11825,74
11825,118
11825,164
11825,50
11825,31
11826,142
11826,86
11826,6
11826,52
11826,5
11826,59
11826,89
11827,89
11827,33
11827,107
11827,119
11827,155
11827,190
11827,191
11828,256
11828,61
11828,111
11828,31
11828,138
11829,13
11829,73
11829,33
11829,4
11829,97
11830,30
11830,19
11830,109
11830,14
11830,106
11830,4
11830,117
11831,36
11831,28
11831,99
11831,245
11831,75
11831,14
11831,50
11832,1
11832,7
11832,16
11832,89
11832,157
11833,8
11833,73
11833,149
11833,178
11833,139
11834,138
11834,92
11834,164
11834,32
11834,1
11835,6
11835,173
11835,115
11835,39
11835,223
11836,74
11836,219
11836,220
11836,221
11836,222
11837,180
11837,218
11837,74
11837,38
11837,20
11837,113
11837,31
11838,1
11838,75
11838,56
11838,2
11838,32
11839,157
11839,89
11839,41
11839,101
11839,52
11840,56
11840,138
11840,106
11840,8
11840,6
11841,408
11841,409
11841,410
11841,411
11841,319
11841,337
11841,131
11841,65
11841,384
11841,385
11841,259
11842,39
11842,50
11842,90
11842,44
11842,91
11842,321
11842,359
11842,360
11842,132
11843,166
11843,111
11843,75
11843,60
11843,34
11843,31
11843,93
11844,149
11844,92
11844,37
11844,38
11844,112
11845,1
11845,33
11845,60
11845,50
11845,89
11846,110
11846,73
11846,74
11846,39
11846,3
11847,56
11847,240
11847,21
11847,153
11847,52
11847,238
11847,61
11848,35
11848,26
11848,96
11848,3
11848,61
11849,41
11849,14
11849,109
11849,330
11849,259
11850,50
11850,286
11850,88
11850,103
11850,30
11850,41
11850,119
11850,14
11850,1
11851,199
11851,325
11851,177
11851,41
11851,11
11852,51
11852,280
11852,25
11852,100
11852,155
11853,29
11853,18
11853,13
11853,153
11853,30
11853,55
11853,138
11854,42
11854,141
11854,30
11854,142
11854,6
11855,8
11855,139
11855,55
11855,93
11855,137
11855,140
11855,119
11855,50
11855,21
11856,157
11856,107
11856,7
11856,25
11856,74
11856,33
11856,174
11857,138
11857,205
11857,112
11857,13
11857,148
11857,110
11857,20
11858,133
11858,38
11858,62
11858,134
11858,135
11859,101
11859,30
11859,136
11859,240
11859,109
11859,94
11859,4
11860,124
11860,71
11860,26
11860,7
11860,32
11861,119
11861,73
11861,56
11861,41
11861,121
11862,20
11862,19
11862,9
11862,173
11862,123
11863,87
11863,119
11863,50
11863,59
11863,120
11864,153
11864,240
11864,38
11864,119
11864,401
11865,94
11865,114
11865,115
11865,116
11865,117
11866,28
11866,89
11866,92
11866,58
11866,55
11866,30
11866,93
11866,118
11866,98
11867,108
11867,53
11867,115
11867,89
11867,31
11868,43
11868,44
11868,45
11868,46
11868,47
11868,48
11868,49
11869,6
11869,24
11869,12
11869,8
11869,25
11869,26
11869,27
11870,51
11870,37
11870,116
11870,56
11870,4
11871,33
11871,20
11871,15
11871,34
11871,32
11871,23
11871,35
11872,1
11872,3
11872,22
11872,10
11872,23
11872,2
11872,16
11873,29
11873,18
11873,13
11873,136
11873,137
11873,153
11873,138
11874,24
11874,1
11874,14
11874,15
11874,17
11875,138
11875,1
11875,2
11875,3
11875,89
11876,4
11876,6
11876,7
11876,8
11876,9
11876,10
11876,11
11877,25
11877,98
11877,38
11877,30
11877,99
11878,14
11878,18
11878,96
11878,32
11878,93
11879,138
11879,104
11879,268
11879,8
11879,7
11880,80
11880,77
11880,79
11880,46
11880,81
11880,82
11880,83
11880,78
11880,85
11880,266
11880,267
11881,234
11881,55
11881,18
11881,132
11881,265
11881,91
11881,41
11881,93
11881,105
11882,140
11882,8
11882,54
11882,74
11882,75
11882,174
11882,32
11883,76
11883,77
11883,63
11883,80
11883,82
11883,83
11883,75
11884,43
11884,69
11884,70
11884,71
11884,72
11885,35
11885,55
11885,57
11885,58
11885,30
11886,137
11886,4
11886,74
11886,41
11886,170
11886,138
11886,11
11887,55
11887,10
11887,123
11887,202
11887,242
11888,302
11888,444
11888,292
11888,416
11888,129
11888,457
11888,293
11888,294
11888,163
11888,50
11888,19
11889,38
11889,50
11889,194
11890,14
11890,18
11890,75
11890,38
11890,19
11890,88
11890,29
11890,23
11890,93
11891,39
11891,22
11891,52
11891,217
11891,5
11891,62
11891,160
11892,117
11892,7
11892,123
11892,56
11892,59
11893,165
11893,54
11893,173
11893,174
11893,30
11894,175
11894,18
11894,100
11894,39
11894,4
11894,41
11894,16
11895,101
11895,6
11895,155
11895,173
11895,61
11896,57
11896,170
11896,14
11896,38
11896,113
11896,36
11896,115
11896,62
11896,58
11897,96
11897,100
11897,24
11897,177
11897,174
11898,104
11898,195
11898,100
11898,4
11898,89
11899,28
11899,172
11899,15
11899,155
11899,41
11900,30
11900,165
11900,89
11900,107
11900,153
11900,96
11900,33
11901,138
11901,142
11901,22
11901,35
11901,98
11901,171
11901,170
11901,160
11901,28
11902,75
11902,30
11902,111
11902,170
11902,163
11903,185
11903,186
11903,187
11903,74
11903,188
11904,166
11904,60
11904,100
11904,52
11904,291
11904,59
11904,49
11905,140
11905,106
11905,1
11905,55
11905,4
11905,23
11905,41
11906,169
11906,23
11906,56
11906,6
11906,26
11906,24
11906,35
11907,179
11907,139
11907,101
11907,3
11907,456
11907,10
11907,93
11908,117
11908,116
11908,20
11908,56
11908,113
11908,42
11908,62
11909,156
11909,108
11909,74
11909,4
11909,120
11910,25
11910,100
11910,105
11910,32
11910,70
11911,108
11911,109
11911,166
11911,53
11911,174
11911,30
11911,122
11913,61
11913,140
11913,139
11913,148
11913,291
11914,98
11914,38
11914,49
11914,93
11914,283
11915,28
11915,122
11915,53
11915,59
11915,35
11915,19
11915,210
11916,156
11916,1
11916,164
11916,113
11916,97
11917,150
11917,16
11917,116
11917,95
11917,151
11918,163
11918,14
11918,430
11918,211
11918,238
11918,89
11918,13
11919,105
11919,89
11919,148
11919,99
11919,62
11920,1
11920,7
11920,109
11920,246
11920,16
11920,89
11920,157
11922,180
11922,157
11922,170
11922,52
11922,58
11923,36
11923,28
11923,99
11923,245
11923,75
11923,14
11923,50
11924,165
11924,169
11924,54
11924,16
11924,35
11925,165
11925,163
11925,43
11925,166
11925,155
11925,97
11925,25
11926,4
11926,92
11926,3
11926,58
11926,164
11927,157
11927,73
11927,101
11927,119
11927,3
11928,110
11928,74
11928,98
11928,29
11928,62
11928,115
11928,120
11930,24
11930,75
11930,20
11930,32
11930,41
11930,105
11930,17
11931,76
11931,391
11931,80
11931,281
11931,132
11931,83
11931,84
11932,169
11932,148
11932,16
11932,107
11932,178
11933,93
11933,24
11933,165
11933,198
11933,114
11934,28
11934,35
11934,58
11934,378
11934,190
11935,149
11935,100
11935,116
11935,113
11935,32
11936,75
11936,21
11936,20
11936,7
11936,123
11937,103
11937,166
11937,14
11937,62
11937,153
11938,37
11938,116
11938,164
11938,112
11938,56
11939,74
11939,103
11939,211
11939,289
11939,42
11940,156
11940,1
11940,74
11940,203
11940,119
11940,56
11940,41
11941,28
11941,29
11941,18
11941,51
11941,13
11941,19
11941,17
11941,20
11941,21
11942,156
11942,149
11942,33
11942,112
11942,3
11943,7
11943,13
11943,117
11943,95
11943,171
11944,190
11944,165
11944,62
11944,8
11944,49
11944,111
11944,211
11944,107
11945,52
11945,1
11945,14
11945,36
11945,53
11945,30
11945,136
11946,70
11946,215
11946,123
11946,137
11946,93
11947,110
11947,108
11947,35
11947,53
11947,217
11948,45
11948,163
11948,52
11948,299
11948,17
11949,179
11949,7
11949,25
11949,50
11949,4
11950,56
11950,100
11950,117
11950,163
11950,58
11952,234
11952,92
11952,18
11952,265
11952,93
11953,108
11953,14
11953,38
11953,115
11953,18
11954,8
11954,116
11954,153
11954,169
11954,55
11954,25
11954,39
11955,74
11955,1
11955,59
11955,21
11955,103
11956,180
11956,58
11956,32
11956,86
11956,38
11956,29
11956,194
11957,56
11957,325
11957,199
11957,94
11957,12
11958,286
11958,106
11958,170
11958,109
11958,100
11958,30
11958,111
11959,268
11959,7
11959,10
11959,119
11959,217
11960,122
11960,123
11960,147
11960,28
11960,138
11960,169
11960,172
11960,33
11960,13
11961,180
11961,157
11961,28
11961,53
11961,34
11961,52
11961,122
11962,103
11962,15
11962,58
11962,14
11962,34
11963,268
11963,6
11963,10
11963,119
11963,217
11964,56
11964,240
11964,21
11964,153
11964,52
11964,238
11964,61
11965,182
11965,12
11965,183
11965,184
11965,136
11965,165
11965,10
11965,16
11965,62
11966,8
11966,97
11966,50
11966,107
11966,108
11967,35
11967,98
11967,55
11967,193
11967,19
11967,53
11967,217
11967,30
11967,16
11968,107
11968,212
11968,139
11968,18
11968,75
11968,38
11968,50
11968,34
11968,103
11968,30
11968,115
11969,70
11969,215
11969,123
11969,137
11969,93
11970,155
11970,117
11970,100
11970,59
11970,56
11971,74
11971,244
11971,69
11971,97
11971,6
11972,206
11972,21
11972,214
11972,29
11972,52
11972,215
11972,216
11973,169
11973,12
11973,25
11973,98
11973,37
11973,153
11973,73
11974,73
11974,310
11974,61
11974,16
11974,99
11975,142
11975,149
11975,92
11975,37
11975,38
11975,113
11975,194
11976,38
11976,160
11976,29
11976,118
11976,30
11976,14
11976,119
11977,101
11977,30
11977,116
11977,123
11977,109
11977,94
11977,4
11978,296
11978,149
11978,19
11978,50
11978,346
11979,21
11979,13
11979,291
11979,98
11979,140
11980,28
11980,12
11980,10
11980,58
11980,378
11981,163
11981,190
11981,172
11981,33
11981,6
11982,8
11982,175
11982,13
11982,97
11982,58
11983,92
11983,19
11983,56
11983,88
11983,118
11984,165
11984,54
11984,117
11984,179
11984,155
11985,157
11985,75
11985,29
11985,49
11985,43
11985,93
11985,283
11986,317
11986,318
11986,319
11986,320
11986,347
11986,259
11986,28
11986,75
11986,20
11986,160
11986,49
11987,150
11987,16
11987,116
11987,95
11987,151
11988,23
11988,138
11988,55
11988,15
11988,59
11988,112
11988,96
11989,87
11989,98
11989,174
11989,123
11989,97
11990,41
11990,8
11990,73
11990,149
11990,178
11991,10
11991,52
11991,112
11991,37
11991,14
11992,180
11992,157
11992,218
11992,74
11992,20
11992,113
11992,31
11993,99
11993,224
11993,225
11993,226
11993,227
11994,142
11994,156
11994,86
11994,6
11994,56
11994,52
11994,5
11995,205
11995,73
11995,100
11995,116
11995,97
11996,312
11996,313
11996,78
11996,314
11996,65
11996,315
11996,266
11997,153
11997,4
11997,73
11997,169
11997,165
11997,96
11997,136
11998,157
11998,149
11998,166
11998,148
11998,122
11999,87
11999,164
11999,118
11999,56
11999,50
12000,182
12000,36
12000,255
12000,35
12000,55
12001,60
12001,138
12001,107
12001,169
12001,6
12001,105
12001,43
12001,35
12001,33
12003,19
12003,37
12003,217
12003,92
12003,2
12004,147
12004,10
12004,59
12004,1
12004,28
12006,18
12006,161
12006,162
12006,163
12006,13
12007,14
12007,70
12007,19
12007,88
12007,31
12008,25
12008,195
12008,38
12008,56
12008,50
12008,4
12008,194
12009,11
12009,70
12009,50
12009,24
12009,167
12010,110
12010,149
12010,37
12010,74
12010,164
12010,2
12010,62
12011,39
12011,22
12011,52
12011,217
12011,5
12011,62
12011,160
12012,55
12012,43
12012,51
12012,52
12012,28
12013,104
12013,139
12013,100
12013,4
12013,310
12014,33
12014,56
12014,59
12014,35
12014,75
12014,201
12014,105
12015,89
12015,13
12015,10
12015,52
12015,191
12015,75
12015,202
12016,74
12016,32
12016,14
12016,13
12016,1
12016,173
12016,59
12017,30
12017,108
12017,311
12017,58
12017,112
12019,108
12019,75
12019,55
12019,22
12019,58
12019,5
12019,229
12020,24
12020,7
12020,6
12020,119
12020,42
12020,155
12020,13
12021,89
12021,33
12021,287
12021,2
12021,190
12022,180
12022,157
12022,218
12022,74
12022,38
12022,113
12022,31
12023,55
12023,96
12023,160
12023,50
12023,28
12024,303
12024,304
12024,232
12024,305
12024,306
12024,233
12024,131
12024,234
12024,383
12024,307
12024,308
12024,282
12024,236
12025,36
12025,98
12025,55
12025,74
12025,88
12026,139
12026,25
12026,98
12026,55
12026,74
12026,38
12026,30
12027,42
12027,141
12027,30
12027,142
12027,6
12028,183
12028,35
12028,20
12028,103
12028,17
12029,28
12029,1
12029,101
12029,195
12029,52
12029,183
12029,32
12030,44
12030,259
12030,407
12030,232
12030,276
12030,66
12030,131
12030,336
12030,337
12031,7
12031,55
12031,56
12031,116
12031,20
12031,61
12031,196
12032,208
12032,35
12032,41
12032,56
12032,27
12033,191
12033,152
12033,13
12033,55
12033,338
12033,136
12033,105
12034,139
12034,213
12034,157
12034,37
12034,18
12034,100
